chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,English Type
0.57006687,1639.7431084771183,2229.0878535567726,3104.1042751736113,0.0349927340932632,-272.04187,-0.0030474165,-0.008017489,161.26167,-0.0017116216,-0.006917717,-4.9345737,-0.00076193764,-0.00023371604,35.784756,-0.0033568186,0.0012588659,27.949907,-0.0010311857,0.0007766988,9.425464,0.00060857774,0.0017328557,8.878627,-0.0024216312,0.0020337044,14.34423,-0.0016992197,0.0020158286,-3.1738741,0.00012189317,0.0026318308,-9.617659,0.00073006924,0.0022495587,9.8087015,0.003701558,0.0011473864,-0.21538307,0.006009374,-0.00054239895,-7.7162805,0.004524123,-0.0026757822,0
0.37728336,2754.271483327354,2373.06937195515,4718.035818746164,0.08941584926387358,-448.9525,-1.04056115e-08,2.0811224e-09,91.729095,3.641964e-09,-2.0160873e-09,27.34797,-2.3412627e-09,-3.9021045e-10,30.881926,5.202806e-10,-1.2356663e-09,29.081142,7.804209e-10,2.2111926e-09,6.6167407,-5.202806e-10,8.1293844e-10,-8.660672,1.1706314e-09,4.2272796e-10,-18.18654,2.731473e-09,1.3657365e-09,-15.98806,-5.202806e-10,1.4958067e-09,-9.284095,-3.1867187e-09,-3.9021045e-10,-7.902409,-3.2517536e-10,-3.2517536e-10,-8.516782,1.6258769e-09,9.755261e-11,-10.013934,-1.3007015e-10,-2.11364e-09,0
0.3931647,2358.663001241871,2110.420436911677,4020.361757760944,0.0742791499940642,-396.86282,6.7130617e-09,-2.9369644e-09,109.08054,2.0139185e-08,7.761978e-09,7.2337217,-6.7130617e-09,5.873929e-09,25.531189,-1.6782654e-09,-1.258699e-09,-2.366002,-1.6782654e-09,-1.258699e-09,-15.936065,0.0,-5.349471e-09,-2.0853822,5.034796e-09,-8.391327e-10,-14.601337,1.6782654e-09,2.307615e-09,-2.8410575,8.391327e-10,1.258699e-09,2.0317502,-1.6782654e-09,1.258699e-09,-11.3665,4.1956634e-09,-9.440243e-10,-3.5407944,-2.0978318e-10,-2.1502775e-09,3.2777412,-8.391327e-10,-6.293495e-10,0
0.4213885,3517.854598456063,3676.9917770209963,6391.255846934713,0.09221062919152093,-364.5733,0.008410553,-0.011229552,102.57784,0.0020399543,0.0005481258,24.682331,0.0063202456,-0.010418545,26.56005,-2.8446626e-05,0.00092968345,29.77022,0.0006582029,-0.0034773103,8.356011,-0.0006065952,8.874921e-05,-11.042765,-0.004706601,0.0036614,5.5519605,0.0021171367,-0.003791153,-10.548744,-0.003622404,0.004457382,1.5034716,0.002608757,-0.0036797947,-16.009445,-0.0029993933,0.0052774926,-12.399829,0.00030636837,-0.0017876036,-10.458167,-0.0022318442,0.0030005635,0
0.45372063,3353.985664857949,3387.74667617393,5977.889627052919,0.09016177565916877,-345.84344,-0.027193367,0.0012701828,99.21288,-0.030254768,0.00027884138,7.089573,-0.014062219,-0.0025042875,26.854345,-0.0046891714,-0.0035159495,9.604106,-0.006175115,-0.0021310663,21.211628,-0.009858222,-0.00041693597,-15.178416,-0.0075181522,-0.000225912,3.7355402,-0.0008732858,-0.0012825235,-4.409089,0.0030068085,-0.002205729,-0.18500017,0.0016498498,-0.0023243132,-3.3330102,-0.0007662729,-0.0019680653,-6.275087,-0.00023244547,-0.0015640603,-1.0365198,0.0017440174,-0.001074911,0
0.46681973,1555.5212610242947,1573.869869291545,2960.7262857923183,0.049058581420915494,-294.8469,-0.004865476,-0.005190849,191.2194,-0.0011194926,-0.0012033249,-31.110748,-0.00033079865,0.0011494497,21.517073,-0.004454717,-0.00393768,21.34662,-0.0014937487,-0.00040838108,-13.190974,-0.002949853,0.0034847867,9.690441,-0.0029081372,0.0014130048,-10.320451,0.0004240146,0.0008930686,-12.791369,-0.0019969526,0.00016185046,5.2901177,-0.00076189806,-0.001159677,-10.982726,-0.0005958697,-0.0014481205,-10.008929,-0.0048333583,-0.0022588088,-5.7558594,-0.0037861625,-0.0011762873,0
0.46257818,2690.554451659562,3496.1854547568128,5331.142339582814,0.05565909979811133,-310.2259,-0.0022276614,-0.0016192696,136.1331,0.0035088635,-0.0022357947,0.96312773,0.0017058267,0.0001379274,34.020397,-0.0019466423,0.0016832901,33.529003,0.006529264,0.0016195391,6.852791,0.005369348,0.0021154769,4.5686836,-0.0017164944,-6.2651554e-05,-7.045043,-0.0038961875,-0.00088801805,-8.151396,-0.0039446615,0.0010297614,7.0484376,-0.0054559237,0.00042349997,0.29441163,-0.0039009568,-0.00049370236,6.8438087,0.0003801878,0.0016133409,-16.753595,0.00023453732,0.0022816889,0
0.59633416,2581.111621387724,2918.9360710355218,4829.174792795604,0.05143571765449157,-387.50705,-1.486487e-08,-1.486487e-08,118.23016,-1.1148653e-08,-1.5793924e-08,8.347954,-7.432435e-09,-2.7871632e-09,22.689222,1.8581088e-09,2.5548996e-09,22.295422,-1.8581088e-09,2.903295e-09,12.284228,2.3226359e-09,-3.483954e-10,3.6130714,6.967908e-10,1.6258451e-09,2.126692,-4.645272e-10,-3.483954e-10,5.749603,-3.2516903e-09,0.0,-1.8153694,4.645272e-10,2.4968336e-09,-1.699265,2.3226359e-09,2.3807019e-09,5.019299,-1.2774498e-09,-2.0903723e-09,-0.6567344,-1.3935816e-09,1.3935816e-09,0
0.51591235,3660.2680480225263,3395.377465508472,6768.094891808568,0.08723918400591757,-289.53964,0.008050032,-0.014189866,107.01605,-0.0018335714,-0.0028446233,-38.647224,0.005248908,0.010082476,44.29131,-0.00016340979,-0.0037297544,-3.7112508,0.013540078,-0.0025544586,35.7315,0.00628808,-0.0012332506,-7.84858,0.005825863,0.0034350336,8.76792,0.004518904,0.0009235054,-6.9371405,0.0010860853,0.0024198764,3.4984155,0.004007627,-0.0038835125,-3.480723,-0.00034804628,0.0018824883,7.6339498,0.0032121222,0.0021077672,-2.0949514,-0.0005560527,0.0034064946,1
0.526514,2909.704738394609,3212.649589529432,5543.660481770833,0.07627455038452771,-356.0668,2.0183583e-08,2.4388497e-08,129.40337,0.0,8.409827e-09,3.092342,-8.409827e-09,-6.6227384e-09,29.355867,6.727861e-09,-4.83565e-09,20.326998,5.8868785e-09,-1.0512283e-10,26.676952,-4.2049133e-09,-1.2614739e-09,3.4548647,0.0,-3.1536849e-09,11.768837,5.8868785e-09,-5.2561414e-11,-6.181878,0.0,-2.417825e-09,-8.203642,4.2049133e-09,-3.8895447e-09,0.3924817,0.0,-1.0512283e-10,-3.9758232,2.1024565e-10,-5.2561416e-10,-2.1605604,-2.9434393e-09,-1.4717196e-09,1
0.41746807,3142.7098440323275,3139.8338129371364,5619.1180497718715,0.076723408560025,-370.23087,-0.00051337073,0.03179834,101.70759,-0.00092655595,0.03281088,-11.5747595,-0.00034623794,0.01221632,16.730982,0.0011280563,0.0033378536,0.93469566,0.0019454425,0.003151709,14.133922,0.0012863785,0.0026222735,-13.128263,-0.0015160438,0.0016943926,5.463264,-0.004054719,0.0017983082,-4.6804385,-0.0022195382,0.0016044608,-5.815466,0.0017286811,0.000116395786,5.5388417,0.0017915573,-0.0013676941,-4.655985,-0.0009198526,-0.0013014345,6.1382465,3.0005931e-05,-0.0005774476,1
0.43854564,1376.5930836472871,1803.020667354833,2397.780846936237,0.02737064207189306,-436.87088,-0.0016771025,-0.0009072912,126.66177,-0.0023716672,-0.0012826499,42.655785,-0.0023711848,-0.0012813727,24.613562,-0.0023703682,-0.0012792475,15.421966,-0.0023691664,-0.0012762662,9.947665,-0.0023676306,-0.0012724428,8.772043,-0.002365695,-0.0012677559,-1.2829107,-0.0023633614,-0.0012622253,-3.832597,-0.0023605868,-0.0012558545,-2.0696626,-0.0023573416,-0.0012486301,-1.9050725,-0.0023535944,-0.0012405607,-2.0518696,-0.0023493047,-0.0012316571,-6.057083,-0.002344428,-0.0012219145,0
0.48908636,2249.3860378118075,2968.077343382712,3759.718585628094,0.0460553871713702,-322.1884,-3.0215425e-08,-7.553856e-09,122.96599,2.2661569e-08,5.193276e-09,21.870619,1.888464e-09,-7.553856e-09,28.582094,9.44232e-09,-3.54087e-09,13.787922,-3.776928e-09,-1.534377e-09,14.877106,6.609624e-09,4.72116e-10,1.2662873,-3.776928e-09,-2.124522e-09,6.212933,-4.72116e-10,1.534377e-09,-7.9017973,2.832696e-09,2.36058e-10,-3.0392234,-9.44232e-10,-2.124522e-09,-4.8068337,-2.832696e-09,-2.478609e-09,2.5185711,0.0,-2.36058e-10,-2.5427606,-9.44232e-10,-1.298319e-09,0
0.39241678,1921.0069522059277,1893.393036243933,3690.1844465228874,0.059374586141185744,-389.5044,-0.014798217,-0.007842078,136.38481,-0.001258886,-0.0013897931,-23.043491,0.01730642,0.004517363,12.44726,0.0022802711,-0.0024396891,17.073238,-0.007295697,-0.0020386267,-22.594103,0.004159972,-0.00027880154,-12.215882,0.0029392727,-0.00075092574,-7.129243,-0.009797751,0.003925475,-14.011188,-0.007737347,0.0044457517,-13.034999,0.0007057544,0.0003077189,-10.235098,0.0017976922,-0.00026878034,-5.010116,0.0026683032,0.00078174483,-8.123252,0.002974209,0.0019042247,0
