chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,mfcc,zero_crossing_rate,English Type
0.48619702,2738.2265937196184,2908.6852766579846,4989.675328043371,-10.174148,0.07533873918163986,0
0.48258454,2860.2273430589808,3334.6481933304844,5612.206195829582,-11.884841,0.06964222158922101,1
0.38143712,2050.581352905272,1949.9487543156931,3745.606391090083,-19.846827,0.06328521715879634,0
0.37250853,1824.747163604648,1767.6752247115407,3266.562653369324,-15.957597,0.055737836274830865,0
0.49112394,3519.21579799995,3478.0875895950485,6906.43072409708,-10.27699,0.09962826660718932,0
0.48858014,3243.2034369792127,3714.5785767247444,6650.667116096836,-5.5643487,0.0758129673027564,0
0.4502307,4056.325810034025,3444.529774306494,7741.444827946088,-13.246537,0.12605533671120212,1
0.4736436,2785.083486504048,3096.456989127828,5479.637718502639,-5.3631597,0.06496507697186174,1
0.4567763,1788.0516127550673,2158.202326748298,3071.1790851343458,-11.201359,0.05286283449739486,0
0.3891265,3596.203120508797,3251.964055369077,6615.431407869171,-17.17561,0.10752871280924575,0
0.49675524,3431.833762164761,3184.41213604897,6488.608884790478,-7.1984315,0.08371669159107259,0
0.36607608,1634.7766855380248,1663.6737121666565,3162.6959549753287,-14.67342,0.04754266618928273,1
0.47062364,2894.2162730174655,3125.801624917045,5655.6906492972485,-9.405491,0.06145373173192722,0
0.45819876,3202.086489117136,3635.268189630112,6137.211214219522,-15.11003,0.08112796848558204,0
0.4683112,3328.705833119922,3866.9820808005984,6698.7180857859275,-13.113343,0.07560929101869868,0
0.44108984,3431.9968098890095,3397.1287359757303,6395.304412169604,-10.027307,0.10083020168419791,0
0.45372063,3353.985664857949,3387.74667617393,5977.889627052919,-11.695426,0.09016177565916877,0
0.4604462,2914.819176680026,3489.0289081723563,5765.670424241286,-10.8958235,0.06549490192347335,0
0.3797163,4431.81680120915,3569.9202777927117,7716.912008475553,-19.928413,0.14589746968898262,0
0.4539882,3632.660411828733,3422.4854269177936,6787.532408047567,-16.079538,0.10512376041862173,0
0.41200805,4805.455226817306,3918.770461397836,9065.093737484982,-12.02057,0.14265240163195836,0
0.37665454,3786.0055914856703,3469.1552864005175,6600.482873574919,-21.918352,0.11363936609233424,1
0.44537595,3127.7809899926865,3644.07375903826,6320.08498054365,-14.214415,0.0690604684613901,0
0.4325885,1813.8366653052008,1824.4528187762712,3441.930122523606,-11.150199,0.0560323703548957,0
0.37027696,3633.2501491772355,3263.082957993324,6501.476099940905,-18.386917,0.10535519025259811,1
0.522272,3344.1952058063475,3380.529786968207,6669.035786855381,-9.705707,0.09312615031064742,0
0.39851803,2507.5215837034384,2543.7019885370473,4225.863220531088,-14.612746,0.0769774065066441,1
0.37602872,3680.031125312225,3377.247147345252,7017.695034934198,-10.924567,0.09883230847716722,1
0.3612445,4317.293799059317,3381.1246138150013,7323.0491924851685,-22.39443,0.14502754122963182,0
0.3604405,1748.8746457519092,1741.962883375624,3324.654490123128,-17.016836,0.05369921427173335,0
0.45300338,3432.8761634767807,3462.762791668989,6358.421111122466,-7.7473335,0.0942768011935535,0
0.38554037,1843.7998891189366,1817.621220400653,3294.580078125,-13.292398,0.060934458364380696,0
0.462636,2675.448841973996,3108.0380759242494,4791.631988372548,-2.1684985,0.06895859122725329,0
0.3893766,3557.9486948177123,3298.79455824468,6614.080442865211,-18.883003,0.10576907782300782,1
0.4184725,1699.0422126810324,1845.5359708797275,3271.373976749253,-14.057917,0.047108013524134754,0
0.45265862,5026.674505331849,4240.171335372719,9162.068684895834,-13.670694,0.14105491657021604,1
0.3804917,1873.3140513773778,1855.064484124718,3479.4388636908566,-13.180435,0.060751875629478834,0
0.47582486,3618.552637989806,3616.5730628839606,6895.371822125346,-9.622955,0.08971950990340888,0
0.48095962,2200.2902036038836,2451.6054258573354,4133.006534754673,-8.56204,0.05750251128488778,1
0.397948,2542.675865328019,2265.1805615994376,4741.166007955661,-17.173775,0.1432235162826038,0
0.4773566,2996.1764993624824,3310.830172017185,5633.183910447423,-6.445054,0.06631934154752575,1
0.37892485,3190.3101642706133,3055.275368087263,5890.687911236872,-17.276255,0.09572330024906137,0
0.42147088,3142.8990621781704,3120.7633070686106,5634.5911711165045,-13.76863,0.08629652508252492,0
0.39573473,3840.1643248328064,3834.8140192765095,7806.575758439781,-18.367563,0.10359030925543662,0
0.3786354,1896.1020569427976,2144.1264208972993,3706.8363543890073,-12.834418,0.09882623415783957,0
0.47864845,3389.517910839293,3336.888041016191,6669.008463541667,-9.337243,0.09436953052826069,1
0.502705,1969.3713854582843,2591.14371856869,3606.96129069262,-3.7308466,0.02960902169557502,1
0.46232158,3637.391325379873,3479.3720333703213,6793.651273218636,-8.89533,0.09722143506204756,0
0.46257818,2690.554451659562,3496.1854547568128,5331.142339582814,-5.461466,0.05565909979811133,0
0.4832065,2043.2997394069473,1943.271121166946,3852.6282621055966,-8.30234,0.06776353102272692,0
0.5115765,2084.660572134065,1963.1064569133205,3866.5331424023866,-9.845594,0.06985235059641999,0
0.36625448,2943.2831440375594,2360.2918167789257,5012.463698462042,-11.087248,0.10062225704708877,0
0.48315087,1958.7521458082458,1967.479121181618,3638.871509332869,-12.046417,0.06431217817334046,0
0.38996363,2730.5608880258533,3212.0361002284703,5263.068218825417,-8.009074,0.06269255222931648,0
0.42899927,2319.3502021017325,1949.8918508875547,4198.760752220676,-14.06282,0.07910143509458578,0
0.48239306,2614.4424314904745,3109.64097516899,4876.94451780252,-6.036729,0.0647918788696178,0
0.4355459,2339.6906565617664,2404.091586738047,4707.533122583763,-1.7945688,0.0940960484995831,1
0.628414,2637.6093670696614,3540.3829499986314,5420.229358021961,-7.81133,0.04529602756080692,0
0.4690092,3293.983779778244,2705.924487089243,5686.98597473857,-11.599922,0.10577869539514899,1
0.45815966,3761.8343639598834,3876.29232723004,7381.298647112489,-12.620095,0.10322784947569802,0
0.5440681,3113.260089766104,3534.8405365788044,5857.749601434834,-5.6786046,0.06880633884681812,0
0.3937539,2793.5527529567566,3127.839940168227,5107.982398381624,-11.111656,0.06254381813410236,0
0.38179764,3515.6371186476445,3150.6631890300823,6206.851584895519,-21.216774,0.1066200425050326,1
0.5172916,3486.791375669926,3280.8150004780814,6034.382527147794,-11.967748,0.08087090273678127,0
0.40185976,2510.368584699211,2235.5210570725562,4673.254750652097,-14.383199,0.12688493441677048,1
0.4677249,2034.8471224008529,1859.744231463056,3699.5805921052633,-9.676812,0.07098882125949796,1
0.52976793,4103.93810316598,3954.2952519797445,8088.124133694557,-8.277972,0.09780386271251973,0
0.39263374,2982.8892406040018,2852.4306338677216,5327.211468240489,-9.187736,0.07740898156363996,0
0.4892166,4337.82406509604,4195.161614671516,8885.18025317297,-22.425774,0.12218965756575732,0
0.42634705,3734.9197231081257,3304.867848696813,6632.420057264923,-18.690754,0.11744568544861962,0
0.42776954,2750.2135681187083,3079.684803336889,5306.650595140707,-9.215237,0.07354853517905126,0
0.4037025,1809.596013178277,1846.5618614000537,3371.4307491828445,-16.11457,0.057423743401216795,0
0.51221794,5337.831005061327,4833.525713573679,11571.692997755863,-7.7466354,0.15768180191796635,1
0.48172086,2240.5903540923264,2966.617585772833,4486.893150202881,-7.025321,0.04813684641781558,0
0.46385825,4468.759419164035,4276.89611987867,9074.448932926829,-12.605485,0.13494980734841364,0
0.4084617,1678.2485603297446,1791.0360184163476,3341.430962788515,-11.703627,0.05100381123899318,0
0.40742645,2783.5603769477525,2573.0835821893415,4839.432438741786,-19.404497,0.08362247026470163,0
0.3168923,2998.7671795735814,1957.5767966604533,4707.806867775858,-22.093376,0.20446260232723532,0
0.4459905,3757.0664272910967,4237.28382652377,7954.904348048581,-9.610649,0.07649630487808903,0
0.4773781,4179.396699158062,4178.056497808385,8475.986214571221,-5.6706185,0.11572141739678522,0
0.43162164,2423.478571853788,2985.131077374579,4449.179211937288,-6.84386,0.057548204131281304,0
0.40352952,1617.7720165171386,1625.7237911004913,2989.891279989214,-11.901245,0.04867619809117677,0
0.3880876,2971.4830121369937,2848.682141676278,5172.221780990664,-9.126617,0.07992742823270386,1
0.39770964,1431.2549379424754,1517.05787277332,2798.987445794876,-7.2070427,0.04076118883793704,0
0.4480342,3340.6803194679273,2461.283273005243,5675.276207691619,-14.250337,0.11053811018199067,0
0.41759127,3909.087512965755,4019.312651246426,8165.652932331061,-19.047504,0.10727041719023066,0
0.47203818,1703.8600681414523,1841.3902655257887,3218.544197914276,-7.995087,0.045235357703635355,0
0.5117894,2072.4789139392906,3026.033945506913,4278.133522330688,-5.7338448,0.038575299509295315,0
0.39932492,3320.9302006634466,3719.4084915015214,6555.211280526719,-15.247693,0.08134689092337638,0
0.403955,3747.06028805764,3359.965764522319,6587.405271935866,-14.824988,0.10455155853559603,1
0.47017118,3575.1430262741683,3459.749591483092,6752.233829941861,-9.030175,0.09982240269061975,0
0.41665408,2249.6363750339065,3111.2350387675865,4472.118814062955,-6.825661,0.046995184620324815,0
0.4455439,1734.046691358135,1730.9966402153207,3193.974830615312,-6.616577,0.0585125041007394,0
0.47573042,2582.9953952624282,2775.5332415768503,4508.929334930158,-10.82214,0.07721632912955058,0
0.3555664,2327.749305433666,1921.5126343049378,4188.584353885135,-13.096503,0.07184287144287144,0
0.4096834,1747.54593901943,1645.3616396308198,3362.9617231763455,-12.005008,0.05382813975448537,1
0.4155708,1441.6033118228663,1750.9963578398742,2887.79013893821,-9.575409,0.03635673916031059,1
0.48380265,1921.674794541133,2722.56188228885,3406.02833647115,-2.9079099,0.040901228261068255,0
0.39241678,1921.0069522059277,1893.393036243933,3690.1844465228874,-19.200645,0.059374586141185744,0
0.52461314,2696.7307252852206,2459.976515031885,5168.814533986863,-6.073001,0.08349377259750326,1
0.43625227,3638.0781873335227,3598.4107933381924,6976.133107376776,-8.524381,0.09145182446375037,0
0.32124564,3250.388084268373,2536.3137114485144,5401.863636363636,-18.776495,0.14467425,0
0.4332443,1686.920412201688,2099.1084152677668,3017.863868507179,-13.78955,0.0485931492717207,0
0.5276282,2256.4740970619573,2895.306971977108,4625.436787373311,-4.1534977,0.04173383587669302,0
0.4062031,3131.692344032267,2893.737878403562,5530.027859956274,-15.105207,0.0948950759278355,1
0.37345275,2449.2697878915046,1895.1669593822141,3974.1435485869174,-14.623569,0.08919913568502846,0
0.57006687,1639.7431084771183,2229.0878535567726,3104.1042751736113,-0.69804364,0.0349927340932632,0
0.45156083,3357.5917654303403,3617.8504381617327,6993.829590876057,-3.7097368,0.08319896880528109,0
0.43152863,3443.745327537301,3190.6894054591494,6201.337168901243,-17.73038,0.09413694276489755,0
0.41990134,1504.4797178989083,1655.8778988718063,2857.9364722029013,-9.574687,0.046328056748224815,0
0.47105736,2179.269081155853,2013.8564642659223,4079.900058962264,-8.6965685,0.07395225259915286,0
0.40331843,3462.541216085222,3322.0413986955105,6298.250574010019,-12.14676,0.10072287875528256,1
0.40770602,1863.7842602771577,2214.1398067646714,3320.9759173615607,-11.126281,0.049279213124512895,0
0.49888468,2588.5326089924815,2526.510566536603,4411.0364111784465,-7.620537,0.0806768813444381,1
0.4990423,2655.147370517334,2499.8926393842276,5257.484911165668,-7.928322,0.07352453508246533,0
0.43944028,2109.0236270951855,2377.198521741741,4159.0251514034335,-1.2249161,0.07812895112092204,0
0.43526316,3424.276973726866,3613.2266131461547,6744.816121180242,-11.479936,0.08763333138647837,0
0.57695985,4319.458913990229,4572.369657661921,8902.194026685314,-7.1157928,0.0819078629482991,0
0.46695253,4099.564429019031,3814.099840697582,7821.226269333164,-8.255578,0.10241534544852424,0
0.40865728,2142.075296537226,2409.2063712725644,3715.920608108108,-10.122506,0.05661735037828332,1
0.4373427,3046.4973917161683,2719.89587294486,5170.701605902777,-19.971087,0.09809556283418717,1
0.4296602,1801.5028063510917,1797.3482727192045,3050.672879886507,-10.213415,0.061412329538793234,0
0.37664947,3652.3818050913687,3473.0186634014863,6743.764046142467,-18.603994,0.09922841599088429,1
0.43703863,1477.485167901745,1606.712802338007,2799.2545884419856,-9.6352825,0.04131259968102073,0
0.35803047,3197.5116384251796,3722.7543807824068,6200.3955863674855,-14.907299,0.07220122652504413,0
0.39816886,1725.9608895541448,2186.195455968585,3236.097189256216,-15.657992,0.04584638578410474,1
0.48324355,2376.1111642410133,2551.7777687565895,4848.478005149148,-8.865952,0.06776870993707729,0
0.43012354,3702.7321668618506,3515.399748568354,6938.872833251953,-18.494616,0.1098985969387755,0
0.39432344,2212.9564216536296,1904.39802487677,3938.220977783203,-15.193573,0.07813435374149659,0
0.5711074,1966.9845455086886,2865.6261960664115,3636.633658309362,-3.158312,0.03686240585096361,0
0.44583076,2519.9302644045542,2354.7354259075037,4398.748507165605,-11.533651,0.07218560907643311,1
0.49694481,2519.052800513737,3280.139570474962,5072.119031438674,-9.74481,0.04699323378725372,1
0.45422,1763.458300337078,1815.0170038558697,3050.722393202862,-7.3432503,0.054852336245634306,0
0.5352667,2072.4810586442572,3063.9281679299193,3937.2344194832494,-3.1525726,0.03905301174141974,0
0.42727664,2889.2667429938747,2731.956326378483,5140.6038333378765,-13.589734,0.08945980718206747,0
0.4575876,3486.0307474197175,3340.5251435923387,6734.391321569056,-17.158718,0.10643019414447985,0
0.54850745,2108.7271889238505,3568.296252244646,5002.773651586214,-7.240671,0.02333923853007034,0
0.40448624,1981.407794528527,1919.4851962865046,3609.1679871757074,-13.50218,0.06158794335344201,0
0.386167,1834.2218576727837,1786.0707743407645,3280.0721233639983,-15.128397,0.060126385404946,0
0.35619634,3439.592623731349,3475.2742014508035,6817.412109375,-13.573562,0.08832539140057936,0
0.43495908,2254.6910063273203,2478.641882957828,4737.299185915144,-6.996142,0.054293077817057674,0
0.4302713,2628.921812945468,2919.3127473121863,4605.115252566681,-10.33717,0.07089537480247532,0
0.38186264,2664.6327377972348,2937.1279346198844,4666.066050923147,-9.534004,0.06743498680368776,0
0.48581535,3076.335897873379,3367.1910675721933,5771.789982888551,-7.381255,0.07832694771966942,0
0.48908636,2249.3860378118075,2968.077343382712,3759.718585628094,-6.16504,0.0460553871713702,0
0.4270552,2800.9853961520985,2659.439965577285,5272.860952524038,-2.4562025,0.11965086563726018,0
0.59633416,2581.111621387724,2918.9360710355218,4829.174792795604,-9.237504,0.05143571765449157,0
0.42270327,3352.2132406003743,2791.3736030866635,5898.104791009464,-17.575895,0.09693303101997897,1
0.4188401,5239.863223037601,4079.987771458434,9990.772614982814,-6.617627,0.18351986943676007,1
0.42810538,2490.003905014267,2528.2285267996317,4660.787751560678,-13.2738695,0.06821278530844907,0
0.40541244,2874.3978149736863,3327.2271097808048,5509.452725497159,-8.903065,0.06862264825121968,0
0.39148962,4887.093452218849,3409.9550502817547,7729.789531779945,-24.597773,0.18946528653113037,0
0.36883697,3629.618469588963,3028.4985938681016,6162.545959659963,-11.595806,0.1095246942851377,0
0.46726894,3517.0136375481948,2923.270974192762,6365.882321016353,-12.473607,0.11229222974427375,0
0.37866846,4073.648160110971,2749.0012166601587,6712.330884612008,-20.085024,0.1549233844599013,0
0.39856926,1970.0263885096797,1994.722449836593,3582.1969474091225,-10.0936,0.06252010180032665,0
0.5197286,3135.247182680658,3689.2084355856427,6247.758869108607,-8.09082,0.07131843095465265,0
0.3909775,1412.932228591578,1737.0492347641011,2883.1785069202647,-9.505913,0.033994367610421274,0
0.50868344,2111.430664035947,2203.2234282475697,3688.577634709362,-12.132364,0.05066774705614604,0
0.3825743,2709.8527804829337,2132.630583296573,4858.131893382353,-12.028328,0.10595749410875462,0
0.43841287,2945.412846754582,3378.1923946514457,6007.81110183783,-10.095494,0.06495162675936747,0
0.48869246,2275.510168677514,2566.5141528292306,4615.984310886209,-12.443025,0.05863317411298654,0
0.42981687,2864.241700804317,2075.381394596714,4769.103978685111,-13.160579,0.09335400620303218,0
0.37163576,3664.4263562386354,3660.621389452154,6950.841310153754,-14.309134,0.09877777674282857,0
0.43775234,4727.94262979361,4346.908697584641,9617.578590522378,-22.56748,0.1330126462072588,0
0.36058518,2696.82508246558,2871.5099650250727,4992.363799778761,-13.908301,0.07537954864485477,1
0.45982254,3611.659590502465,3769.283213200858,7059.857264749873,-13.882003,0.08675619195403891,0
0.41150165,1773.4989722982082,1744.3730518758343,3167.4814927907532,-15.373921,0.05853705829328872,0
0.43608835,2816.3964774084857,2018.421681974511,4485.359783115671,-17.731804,0.10414050834264055,0
0.4460093,2735.3381937119734,2718.198527095273,5156.154553167421,-8.746352,0.07501668552036199,0
0.43476337,2075.590458908899,2045.424911249212,3679.0530424388803,-11.98569,0.059426573293179866,1
0.42601928,3985.5947527569856,3763.05439526468,7860.919867621527,-20.83255,0.11604581338708322,0
0.43510616,1493.9265828973269,2339.5447839622484,2873.708719978166,-1.0308787,0.02506810501285147,0
0.49988973,2741.1098532783353,1858.1723239134415,4654.830940078698,-11.432631,0.1046214565695879,1
0.47384855,1992.993738090797,1789.9003302877823,3636.224962599734,-11.683833,0.0706226902108361,0
0.40087464,2859.1881803002148,2946.9789180825837,5001.093844202171,-11.167692,0.07862627948132245,0
0.4447406,2411.9808796760226,1970.7540049851723,4393.745135895594,-9.693704,0.08935691262456452,0
0.4505829,1839.297070992863,1848.864687148539,3414.7044784689538,-11.7053,0.06005223136804807,0
0.45103592,3259.449853073928,2811.2456114983347,5326.896801329495,-8.516873,0.10976630288242652,0
0.49759552,2524.8890516082556,2881.9636374678203,4786.967971007948,-3.4420736,0.06137000773334383,0
0.45476392,1529.82950772375,1563.7365120394948,2820.3673758498057,-9.709696,0.048350941229630184,0
0.52396536,3260.558238255105,3111.8962914920066,5769.713479998309,-11.696163,0.09667808124603021,0
0.35617688,2161.2998969639098,1984.45403663065,3750.6085963031046,-19.432253,0.07035796211488711,0
0.48819423,2687.071496760758,3339.015152888605,5621.774500955465,-7.6155224,0.06120152345083034,0
0.45233122,1890.5405960252754,1825.5220262496637,3416.373026146079,-11.979402,0.06197057858782926,0
0.39327383,1691.1740411120873,1749.8378429211434,2885.165887129934,-13.339056,0.05667831533198074,0
0.51513386,2591.2763801613937,3541.08897250986,5635.225254228677,-5.759786,0.04603618135598411,0
0.5428111,3896.062143083196,4152.97531764016,8180.798644433781,-11.539465,0.09371386540174977,0
0.41480905,3599.739407843188,3603.4607919534624,6643.8961102131225,-8.358835,0.10204797911785687,0
0.3968095,2251.5376278040144,2097.2157768102857,4255.4356852854335,-21.446138,0.12990179798953702,0
0.65820277,2808.3721441137304,3893.68279675661,6321.609300330304,-0.88006544,0.03455852005969805,0
0.42243773,2800.1294239441236,3398.4292520057747,5483.052171610169,-8.142079,0.05999655197026349,0
0.340042,2736.8032414768018,2217.408054315015,4488.716026747195,-23.67239,0.09663878666220588,0
0.37181118,3883.2395682417846,3158.09776529764,6532.048000101133,-19.576204,0.13226435294242353,0
0.42260653,2179.26516760677,1847.2285946603217,3975.9496953498806,-10.703579,0.07253231684309377,0
0.43974808,3364.7564316507087,3005.5238881693913,5947.048918733892,-12.532673,0.1079721871566496,1
0.3915676,2104.927569233768,1961.4766547880827,3687.959351133338,-15.859038,0.06550164983781255,0
0.5039258,2863.5285111662943,3068.590795117142,5091.295973645347,-8.056469,0.07522281491359673,1
0.4712664,3162.290333520349,3161.713411676324,5878.013241470158,-14.809926,0.08853841814967499,0
0.49416023,2539.488564545318,2713.1249411864164,4878.744636829678,-13.968307,0.038462143478080885,0
0.36891747,2825.7786365992333,3768.8830249341554,6168.0369893058405,-8.242511,0.04749380444345316,0
0.47827515,4458.648606560485,3586.5652755541905,7986.905611478365,-20.30379,0.1447121095080279,0
0.40271273,2021.0640479528438,2117.317378565876,3926.4881963315215,-12.2855215,0.057440728534339895,0
0.4821498,3075.867622585817,2807.890346062949,5533.032692912687,-8.0434675,0.08716653964976112,0
0.46717608,1892.7794279057334,1924.8346903274896,3539.6976052056643,-12.536982,0.06107700620511748,0
0.42057437,1630.8735017567387,1792.6400213068232,3218.942326164486,-9.699423,0.04483148324483219,0
0.51154125,1390.6363845303026,2028.733411937739,2540.162417763158,-2.2542908,0.02987765818823054,1
0.5829046,3388.375881929393,3910.0267860154618,7545.592526596426,-6.3351765,0.05585364720789313,0
0.46571806,2734.2875508864513,3095.300188191688,5411.822502176075,-10.5170965,0.06843067658962781,0
0.36802927,3519.008694316946,3187.792383530455,6041.0105387369795,-19.79881,0.11286348366507097,1
0.46582252,1894.6088401617058,2137.255791565954,3724.7905587409923,-3.839456,0.07393728222996516,0
0.40182257,2891.4692201319167,2757.1556965410514,5168.8232421875,-15.186082,0.0872101506455248,1
0.47626776,1933.6230823573906,2725.2441686721622,3310.0641647441275,-4.139852,0.04508658305124543,0
0.45823193,1716.1291128134071,1787.2218560105339,3112.4944954795237,-15.363423,0.05147657847037635,0
0.51108104,2407.6808269775074,2978.9274653457064,4504.763671875,-6.405589,0.05330913971030589,0
0.39436588,3817.853437117785,3552.195534278023,7179.06956624774,-18.988527,0.11532568243582421,0
0.40890762,3317.1664053925037,3035.4106493552026,5798.488894054289,-13.478877,0.10109793324851836,1
0.39680195,1745.3874835928998,1766.9116187019936,3216.059293086925,-14.686761,0.051846329359206036,0
0.38314775,3670.1185297224265,3253.6104812344574,6407.672934590081,-9.3158,0.10097942250824457,0
0.37000194,1854.1235942497483,1908.9424309971596,3515.148841284033,-12.31279,0.055367965367965365,0
0.51139206,3222.4103170183075,3346.6392798529446,6129.118807549193,-7.6105127,0.07553501925492699,1
0.30576396,2693.303595421093,1989.2203684584867,4247.968930493069,-23.857052,0.09993608662660913,0
